onset	duration	condition	trial_action	stimulus_trial	pleasantness_response	intensity_response	stimulus_type
26.329	6.533	Water1_TasteAndSwallow	TasteAndSwallow	1	5	1	Water
43.893	9.165	Water1_RatingScreens	Rating	1	5	1	Water
53.058	18.831	Water1_RinseProcedure	Rinse	1	5	1	Water
334.979	6.532	Pos1_TasteAndSwallow	TasteAndSwallow	7	7	5	Pleasant_flavor
352.559	8.032	Pos1_RatingScreens	Rating	7	7	5	Pleasant_flavor
360.591	18.814	Pos1_RinseProcedure	Rinse	7	7	5	Pleasant_flavor
381.421	6.533	Pos2_TasteAndSwallow	TasteAndSwallow	8	6	5	Pleasant_flavor
398.985	9.565	Pos2_RatingScreens	Rating	8	6	5	Pleasant_flavor
408.55	18.814	Pos2_RinseProcedure	Rinse	8	6	5	Pleasant_flavor
429.38	6.532	Pos3_TasteAndSwallow	TasteAndSwallow	9	7	6	Pleasant_flavor
446.927	6.749	Pos3_RatingScreens	Rating	9	7	6	Pleasant_flavor
453.676	18.814	Pos3_RinseProcedure	Rinse	9	7	6	Pleasant_flavor
474.506	6.532	Pos4_TasteAndSwallow	TasteAndSwallow	10	8	6	Pleasant_flavor
492.087	6.998	Pos4_RatingScreens	Rating	10	8	6	Pleasant_flavor
499.085	25.046	Pos4_RinseProcedure	Rinse	10	8	6	Pleasant_flavor
288.437	6.532	Water2_TasteAndSwallow	TasteAndSwallow	6	6	1	Water
306	8.132	Water2_RatingScreens	Rating	6	6	1	Water
314.132	18.831	Water2_RinseProcedure	Rinse	6	6	1	Water
73.905	6.532	Neg1_TasteAndSwallow	TasteAndSwallow	2	4	5	Unpleasant_flavor
91.485	7.599	Neg1_RatingScreens	Rating	2	4	5	Unpleasant_flavor
99.084	18.814	Neg1_RinseProcedure	Rinse	2	4	5	Unpleasant_flavor
119.914	6.532	Neg2_TasteAndSwallow	TasteAndSwallow	3	3	7	Unpleasant_flavor
137.461	7.949	Neg2_RatingScreens	Rating	3	3	7	Unpleasant_flavor
145.41	18.83	Neg2_RinseProcedure	Rinse	3	3	7	Unpleasant_flavor
166.257	6.532	Neg3_TasteAndSwallow	TasteAndSwallow	4	2	7	Unpleasant_flavor
183.82	7.782	Neg3_RatingScreens	Rating	4	2	7	Unpleasant_flavor
191.602	18.797	Neg3_RinseProcedure	Rinse	4	2	7	Unpleasant_flavor
212.416	6.533	Neg4_TasteAndSwallow	TasteAndSwallow	5	1	8	Unpleasant_flavor
229.996	8.815	Neg4_RatingScreens	Rating	5	1	8	Unpleasant_flavor
238.811	25.03	Neg4_RinseProcedure	Rinse	5	1	8	Unpleasant_flavor
