onset	duration	condition	trial_action	stimulus_trial	pleasantness_response	intensity_response	stimulus_type
26.328	6.532	Water1_TasteAndSwallow	TasteAndSwallow	1	5	1	Water
43.908	7.232	Water1_RatingScreens	Rating	1	5	1	Water
51.14	18.763	Water1_RinseProcedure	Rinse	1	5	1	Water
331.633	6.531	Pos1_TasteAndSwallow	TasteAndSwallow	7	6	3	Pleasant_flavor
349.213	7.931	Pos1_RatingScreens	Rating	7	6	3	Pleasant_flavor
357.144	18.78	Pos1_RinseProcedure	Rinse	7	6	3	Pleasant_flavor
377.94	6.532	Pos2_TasteAndSwallow	TasteAndSwallow	8	6	4	Pleasant_flavor
395.52	7.032	Pos2_RatingScreens	Rating	8	6	4	Pleasant_flavor
402.552	18.763	Pos2_RinseProcedure	Rinse	8	6	4	Pleasant_flavor
423.331	6.532	Pos3_TasteAndSwallow	TasteAndSwallow	9	6	5	Pleasant_flavor
440.911	9.731	Pos3_RatingScreens	Rating	9	6	5	Pleasant_flavor
450.642	18.78	Pos3_RinseProcedure	Rinse	9	6	5	Pleasant_flavor
471.438	6.532	Pos4_TasteAndSwallow	TasteAndSwallow	10	6	3	Pleasant_flavor
489.018	7.465	Pos4_RatingScreens	Rating	10	6	3	Pleasant_flavor
496.483	25.028	Pos4_RinseProcedure	Rinse	10	6	3	Pleasant_flavor
285.959	6.532	Water2_TasteAndSwallow	TasteAndSwallow	6	5	1	Water
303.539	7.281	Water2_RatingScreens	Rating	6	5	1	Water
310.82	18.797	Water2_RinseProcedure	Rinse	6	5	1	Water
71.919	6.532	Neg1_TasteAndSwallow	TasteAndSwallow	2	4	3	Unpleasant_flavor
89.499	8.281	Neg1_RatingScreens	Rating	2	4	3	Unpleasant_flavor
97.78	18.78	Neg1_RinseProcedure	Rinse	2	4	3	Unpleasant_flavor
118.576	6.532	Neg2_TasteAndSwallow	TasteAndSwallow	3	4	5	Unpleasant_flavor
136.156	8.448	Neg2_RatingScreens	Rating	3	4	5	Unpleasant_flavor
144.604	18.78	Neg2_RinseProcedure	Rinse	3	4	5	Unpleasant_flavor
165.4	6.532	Neg3_TasteAndSwallow	TasteAndSwallow	4	4	6	Unpleasant_flavor
182.98	8.298	Neg3_RatingScreens	Rating	4	4	6	Unpleasant_flavor
191.278	18.78	Neg3_RinseProcedure	Rinse	4	4	6	Unpleasant_flavor
212.074	6.531	Neg4_TasteAndSwallow	TasteAndSwallow	5	4	7	Unpleasant_flavor
229.654	7.365	Neg4_RatingScreens	Rating	5	4	7	Unpleasant_flavor
237.019	25.011	Neg4_RinseProcedure	Rinse	5	4	7	Unpleasant_flavor
