onset	duration	condition	trial_action	stimulus_trial	pleasantness_response	intensity_response	stimulus_type
26.662	6.533	Water1_TasteAndSwallow	TasteAndSwallow	1	5	1	Water
44.226	9.865	Water1_RatingScreens	Rating	1	5	1	Water
54.091	18.831	Water1_RinseProcedure	Rinse	1	5	1	Water
339.628	6.532	Pos1_TasteAndSwallow	TasteAndSwallow	7	6	3	Pleasant_flavor
357.208	8.032	Pos1_RatingScreens	Rating	7	6	3	Pleasant_flavor
365.24	18.814	Pos1_RinseProcedure	Rinse	7	6	3	Pleasant_flavor
386.07	6.532	Pos2_TasteAndSwallow	TasteAndSwallow	8	7	4	Pleasant_flavor
403.617	8.732	Pos2_RatingScreens	Rating	8	7	4	Pleasant_flavor
412.349	18.781	Pos2_RinseProcedure	Rinse	8	7	4	Pleasant_flavor
433.146	6.532	Pos3_TasteAndSwallow	TasteAndSwallow	9	7	3	Pleasant_flavor
450.726	8.366	Pos3_RatingScreens	Rating	9	7	3	Pleasant_flavor
459.092	18.78	Pos3_RinseProcedure	Rinse	9	7	3	Pleasant_flavor
479.888	6.532	Pos4_TasteAndSwallow	TasteAndSwallow	10	7	5	Pleasant_flavor
497.435	7.499	Pos4_RatingScreens	Rating	10	7	5	Pleasant_flavor
504.934	25.029	Pos4_RinseProcedure	Rinse	10	7	5	Pleasant_flavor
293.352	6.532	Water2_TasteAndSwallow	TasteAndSwallow	6	5	1	Water
310.899	7.832	Water2_RatingScreens	Rating	6	5	1	Water
318.731	18.881	Water2_RinseProcedure	Rinse	6	5	1	Water
74.938	6.532	Neg1_TasteAndSwallow	TasteAndSwallow	2	4	3	Unpleasant_flavor
92.518	9.182	Neg1_RatingScreens	Rating	2	4	3	Unpleasant_flavor
101.7	18.864	Neg1_RinseProcedure	Rinse	2	4	3	Unpleasant_flavor
122.58	6.532	Neg2_TasteAndSwallow	TasteAndSwallow	3	2	6	Unpleasant_flavor
140.161	9.298	Neg2_RatingScreens	Rating	3	2	6	Unpleasant_flavor
149.459	18.814	Neg2_RinseProcedure	Rinse	3	2	6	Unpleasant_flavor
170.289	6.532	Neg3_TasteAndSwallow	TasteAndSwallow	4	2	6	Unpleasant_flavor
187.869	9.166	Neg3_RatingScreens	Rating	4	2	6	Unpleasant_flavor
197.035	18.83	Neg3_RinseProcedure	Rinse	4	2	6	Unpleasant_flavor
217.881	6.532	Neg4_TasteAndSwallow	TasteAndSwallow	5	2	7	Unpleasant_flavor
235.462	8.148	Neg4_RatingScreens	Rating	5	2	7	Unpleasant_flavor
243.61	25.03	Neg4_RinseProcedure	Rinse	5	2	7	Unpleasant_flavor
