onset	duration	condition	trial_action	stimulus_trial	pleasantness_response	intensity_response	stimulus_type
26.329	6.531	Water1_TasteAndSwallow	TasteAndSwallow	1	5	1	Water
43.876	9.415	Water1_RatingScreens	Rating	1	5	1	Water
53.291	18.814	Water1_RinseProcedure	Rinse	1	5	1	Water
331.412	6.533	Pos1_TasteAndSwallow	TasteAndSwallow	7	6	7	Pleasant_flavor
348.993	6.832	Pos1_RatingScreens	Rating	7	6	7	Pleasant_flavor
355.825	18.78	Pos1_RinseProcedure	Rinse	7	6	7	Pleasant_flavor
376.622	6.533	Pos2_TasteAndSwallow	TasteAndSwallow	8	7	8	Pleasant_flavor
394.202	6.832	Pos2_RatingScreens	Rating	8	7	8	Pleasant_flavor
401.034	18.797	Pos2_RinseProcedure	Rinse	8	7	8	Pleasant_flavor
421.848	6.532	Pos3_TasteAndSwallow	TasteAndSwallow	9	7	9	Pleasant_flavor
439.411	7.616	Pos3_RatingScreens	Rating	9	7	9	Pleasant_flavor
447.027	18.78	Pos3_RinseProcedure	Rinse	9	7	9	Pleasant_flavor
467.823	6.533	Pos4_TasteAndSwallow	TasteAndSwallow	10	8	8	Pleasant_flavor
485.404	9.298	Pos4_RatingScreens	Rating	10	8	8	Pleasant_flavor
494.702	25.046	Pos4_RinseProcedure	Rinse	10	8	8	Pleasant_flavor
285.987	6.532	Water2_TasteAndSwallow	TasteAndSwallow	6	5	1	Water
303.55	7.049	Water2_RatingScreens	Rating	6	5	1	Water
310.599	18.797	Water2_RinseProcedure	Rinse	6	5	1	Water
74.121	6.532	Neg1_TasteAndSwallow	TasteAndSwallow	2	4	8	Unpleasant_flavor
91.668	6.649	Neg1_RatingScreens	Rating	2	4	8	Unpleasant_flavor
98.317	18.797	Neg1_RinseProcedure	Rinse	2	4	8	Unpleasant_flavor
119.131	6.532	Neg2_TasteAndSwallow	TasteAndSwallow	3	3	7	Unpleasant_flavor
136.694	7.099	Neg2_RatingScreens	Rating	3	3	7	Unpleasant_flavor
143.793	18.78	Neg2_RinseProcedure	Rinse	3	3	7	Unpleasant_flavor
164.59	6.532	Neg3_TasteAndSwallow	TasteAndSwallow	4	3	8	Unpleasant_flavor
182.17	7.932	Neg3_RatingScreens	Rating	4	3	8	Unpleasant_flavor
190.102	18.797	Neg3_RinseProcedure	Rinse	4	3	8	Unpleasant_flavor
210.9	6.531	Neg4_TasteAndSwallow	TasteAndSwallow	5	2	9	Unpleasant_flavor
228.479	7.682	Neg4_RatingScreens	Rating	5	2	9	Unpleasant_flavor
236.161	25.046	Neg4_RinseProcedure	Rinse	5	2	9	Unpleasant_flavor
